Configuration,Term,J,Prefix,Level (eV),Suffix,Uncertainty (eV),Splitting,Reference
"=""1s2.2p.(2P*).6p""","=""3D""","=""3""","=""""","=""81.09235""","=""""","=""""","=""0.0179""","="""""
"=""1s2.2p.(2P*).6p""","=""3P""","=""0""","=""""","=""81.18377""","=""""","=""""","=""0.0914""","="""""
"=""1s2.2p.(2P*).6p""","=""3P""","=""1""","=""""","=""81.18377""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2p.(2P*).6p""","=""3P""","=""2""","=""""","=""81.18377""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2p.(2P*<3/2>).6d""","=""1F*""","=""3""","=""""","=""81.24313""","=""""","=""""","=""0.0594""","="""""
"=""1s2.2p.(2P*<3/2>).6p""","=""1D""","=""2""","=""""","=""81.24487""","=""""","=""""","=""0.0017""","="""""
"=""1s2.2p.(2P*).6d""","=""3D*""","=""1""","=""""","=""81.33904""","=""""","=""""","=""0.0942""","="""""
"=""1s2.2p.(2P*).6d""","=""3D*""","=""2""","=""""","=""81.34290""","=""""","=""""","=""0.0039""","="""""
"=""1s2.2p.(2P*).6d""","=""3D*""","=""3""","=""""","=""81.35294""","=""""","=""""","=""0.0100""","="""""
"=""1s2.2p.(2P*).6d""","=""3P*""","=""0""","=""""","=""81.37698""","=""""","=""""","=""0.0240""","="""""
"=""1s2.2p.(2P*).6d""","=""3P*""","=""1""","=""""","=""81.37698""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2p.(2P*).6d""","=""3P*""","=""2""","=""""","=""81.37698""","=""""","=""""","=""0.0000""","="""""
"=""1s2.2p.(2P*<3/2>).6d""","=""1P*""","=""1""","=""""","=""81.5062""","=""""","=""""","=""0.1292""","="""""
"=""1s2.2p.(2P*).7s""","=""3P*""","=""0""","=""""","=""82.6179""","=""""","=""""","=""1.112""","="""""
"=""1s2.2p.(2P*).7s""","=""3P*""","=""1""","=""""","=""82.63029""","=""""","=""""","=""0.0124""","="""""
"=""1s2.2p.(2P*).7s""","=""3P*""","=""2""","=""""","=""82.65598""","=""""","=""""","=""0.0257""","="""""
